family_a	family_b	best_evalue
RF00845	RF03760	4.6e-06
RF00845	RF03769	9.6e-06
RF00845	RF03793	1.3e-07
RF00845	RF03802	2.9e-08
RF00845	RF03831	5.4e-06
RF00845	RF03837	5.3e-05
RF00845	RF03849	8.2e-13
RF00845	RF03861	6.4e-07
RF00845	RF03866	0.009
RF00845	RF03872	1.9e-07
RF00845	RF03906	8.3e-09
RF00845	RF03916	1.2e-11
RF00845	RF03922	0.0003
RF00845	RF03951	7.1e-08
RF00845	RF03967	0.00026
RF00845	RF03970	0.00013
RF00845	RF03973	0.0011
RF00845	RF03982	0.00048
RF00845	RF03993	0.00011
RF00845	RF04008	3.4e-06
RF00845	RF04051	2.2e-10
RF00845	RF04052	3.4e-06
RF00845	RF04093	3.2e-07
RF00845	RF04096	5.4e-07
RF00845	RF04099	7e-08
RF00845	RF04112	2.6e-09
RF00845	RF04123	0.00045
RF00845	RF04125	3.2e-05
RF00845	RF04127	0.0001
RF00845	RF04132	6.6e-05
RF00845	RF04133	4.3e-07
RF00845	RF04134	2.7e-07
RF00845	RF04151	1.4e-10
RF00845	RF04152	0.0051
RF00845	RF04164	3.2e-06
RF00845	RF04205	0.0018
RF00845	RF04206	0.0098
RF00845	RF04209	6.4e-06
RF00845	RF04240	7e-08
RF00845	RF04242	1.9e-06
RF00845	RF04248	0.0001
RF00845	RF04249	7.9e-05
RF00845	RF04251	0.00082
RF00845	RF04276	6.9e-05
RF00845	RF04302	0.0034
RF00846	RF00868	0.0049
RF00846	RF00905	6.3e-11
RF00846	RF00917	1.4e-05
RF00846	RF00925	7.4e-07
RF00846	RF00926	2.3e-05
RF00846	RF00941	9.9e-05
RF00846	RF00945	0.0068
RF00846	RF00947	0.00062
RF00846	RF00962	4.1e-11
RF00846	RF00974	1.2e-08
RF00846	RF00980	5.3e-07
RF00846	RF01033	0.0011
RF00846	RF01061	0.00064
RF00846	RF01927	1.2e-06
RF00846	RF01939	7.8e-06
RF00846	RF01996	0.00021
RF00846	RF01997	0.00011
RF00846	RF02014	0.0095
RF00846	RF02019	0.0069
RF00846	RF02566	0.0013
RF00846	RF03209	0.0047
RF00846	RF03230	0.0044
RF00846	RF03232	0.0024
RF00846	RF03246	0.0062
RF00846	RF03279	0.00089
RF00846	RF03286	0.00014
RF00846	RF03296	9.5e-06
RF00846	RF03324	0.00047
RF00846	RF03355	0.00077
RF00846	RF03396	0.0056
RF00846	RF03401	0.0075
RF00846	RF03432	0.0096
RF00846	RF03450	2.8e-11
RF00846	RF03464	0.0011
RF00846	RF03477	2e-05
RF00846	RF03509	7.6e-05
RF00846	RF03562	0.0035
RF00846	RF03574	1.8e-05
RF00846	RF03585	0.0071
RF00846	RF03601	2.5e-09
RF00846	RF03618	0.00012
RF00846	RF03621	0.0085
RF00846	RF03632	1.3e-09
RF00846	RF03647	0.0015
RF00846	RF03652	1.5e-08
RF00846	RF03664	5e-12
RF00846	RF03671	0.00032
RF00846	RF03681	8.5e-09
RF00846	RF03689	0.0006
RF00846	RF03722	0.0082
RF00846	RF03734	8.9e-07
RF00846	RF03751	3.3e-07
RF00846	RF03757	0.0097
RF00846	RF03763	9.3e-08
RF00846	RF03795	1.5e-07
RF00846	RF03826	0.0077
RF00846	RF03839	0.00021
RF00846	RF03844	6.7e-08
RF00846	RF03861	0.0015
RF00846	RF03878	0.0022
RF00846	RF03882	7.3e-05
RF00846	RF03912	7.4e-11
RF00846	RF03937	2.5e-05
RF00846	RF03938	9.3e-08
RF00846	RF03960	2.3e-07
RF00846	RF03972	1.5e-07
RF00846	RF03973	0.0016
RF00846	RF03991	2.7e-05
RF00846	RF03992	8.3e-05
RF00846	RF03994	0.0029
RF00846	RF04018	4.4e-05
RF00846	RF04026	0.0029
RF00846	RF04035	0.0039
RF00846	RF04049	9.4e-07
RF00846	RF04070	7.5e-07
RF00846	RF04077	2.1e-05
RF00846	RF04087	4.5e-13
RF00846	RF04092	0.00055
RF00846	RF04095	3.2e-09
RF00846	RF04134	3.9e-07
RF00846	RF04167	2.3e-05
RF00846	RF04187	2.1e-09
RF00846	RF04202	4.6e-05
RF00846	RF04204	3.8e-10
RF00846	RF04206	5.2e-06
RF00846	RF04246	1.6e-07
RF00846	RF04260	0.00011
RF00847	RF00848	0.0012
RF00847	RF01021	0.0018
RF00847	RF03187	0.0056
RF00847	RF03955	0.00087
RF00847	RF03960	2.1e-05
RF00847	RF04007	0.0073
RF00847	RF04132	0.0051
RF00847	RF04228	0.0013
RF00847	RF04242	5.7e-06
RF00847	RF04279	6.9e-05
RF00848	RF00856	7.7e-05
RF00848	RF00873	6.4e-06
RF00848	RF00883	0.0035
RF00848	RF00932	5.2e-06
RF00848	RF00963	2.6e-05
RF00848	RF00964	6.4e-05
RF00848	RF00984	0.00022
RF00848	RF00985	0.0033
RF00848	RF00994	1.1e-08
RF00848	RF01009	4.6e-05
RF00848	RF01013	1.2e-05
RF00848	RF01025	3.8e-08
RF00848	RF01061	4.1e-08
RF00848	RF01798	0.0012
RF00848	RF01959	0.0017
RF00848	RF01996	8.3e-07
RF00848	RF02625	0.0059
RF00848	RF02901	1.3e-08
RF00848	RF03196	0.0089
RF00848	RF03253	0.0022
RF00848	RF03288	0.0037
RF00848	RF03313	0.0023
RF00848	RF03330	4.8e-08
RF00848	RF03331	1.2e-09
RF00848	RF03341	0.0013
RF00848	RF03366	1.3e-10
RF00848	RF03371	0.0093
RF00848	RF03401	5.7e-06
RF00848	RF03410	1.2e-06
RF00848	RF03413	0.00047
RF00848	RF03426	1.4e-08
RF00848	RF03460	4.2e-08
RF00848	RF03503	0.0078
RF00848	RF03506	0.0029
RF00848	RF03588	3.8e-06
RF00848	RF03600	0.00011
RF00848	RF03629	2.5e-05
RF00848	RF03643	0.0044
RF00848	RF03656	1.5e-05
RF00848	RF03669	1.1e-05
RF00848	RF03674	2.6e-09
RF00848	RF03677	0.0017
RF00848	RF03685	0.00014
RF00848	RF03691	0.0034
RF00848	RF03702	0.0095
RF00848	RF03712	1.5e-05
RF00848	RF03719	1.6e-06
RF00848	RF03729	2.8e-07
RF00848	RF03736	0.00031
RF00848	RF03781	8.7e-09
RF00848	RF03790	1.7e-06
RF00848	RF03857	5.5e-07
RF00848	RF03861	1.9e-05
RF00848	RF03881	0.0013
RF00848	RF03889	5.8e-07
RF00848	RF03900	4.4e-06
RF00848	RF03910	0.003
RF00848	RF03934	0.0036
RF00848	RF03941	7.8e-08
RF00848	RF03951	4e-05
RF00848	RF03952	2.1e-05
RF00848	RF03978	1.5e-05
RF00848	RF04020	3.5e-05
RF00848	RF04021	9e-05
RF00848	RF04110	0.0063
RF00848	RF04141	2.1e-06
RF00848	RF04142	0.0091
RF00848	RF04196	2.1e-05
RF00848	RF04252	3.9e-08
RF00848	RF04279	3.6e-08
RF00848	RF04288	4e-05
RF00849	RF00901	0.0018
RF00849	RF00980	7.6e-05
RF00849	RF01272	1.3e-05
RF00849	RF03225	3.4e-08
RF00849	RF03374	0.0034
RF00849	RF03488	0.0044
RF00849	RF03545	0.0015
RF00849	RF03556	0.00015
RF00849	RF03705	1.3e-05
RF00849	RF03818	0.0057
RF00849	RF03973	4.6e-06
RF00849	RF04111	0.0028
RF00849	RF04112	0.0087
RF00849	RF04172	0.0029
RF00849	RF04248	0.00051
RF00850	RF01025	0.0031
RF00850	RF01936	1.8e-05
RF00850	RF03498	0.0045
RF00850	RF03556	3.2e-05
RF00850	RF03729	0.0002
RF00850	RF03921	0.0021
RF00850	RF04054	0.0087
RF00850	RF04069	3.9e-05
RF00850	RF04070	3.9e-05
RF00851	RF00925	0.0017
RF00851	RF00965	4e-05
RF00851	RF01028	0.01
RF00851	RF01262	2.1e-05
RF00851	RF01943	0.0007
RF00851	RF03284	0.00083
RF00851	RF03306	0.0047
RF00851	RF03545	0.00072
RF00851	RF03556	2.4e-05
RF00851	RF03793	0.00038
RF00851	RF03942	3.7e-07
RF00851	RF04010	0.00095
RF00851	RF04030	0.00017
RF00851	RF04154	0.00012
RF00851	RF04172	0.0099
RF00851	RF04239	2.9e-07
RF00851	RF04246	3.9e-06
RF00852	RF00904	2.3e-06
RF00852	RF00910	3.4e-05
RF00852	RF00969	0.00028
RF00852	RF01036	4.8e-08
RF00852	RF01910	8.2e-05
RF00852	RF01945	4e-05
RF00852	RF02017	2.6e-06
RF00852	RF03232	1.5e-05
RF00852	RF03238	0.00014
RF00852	RF03278	0.0054
RF00852	RF03304	4.4e-06
RF00852	RF03339	6.7e-06
RF00852	RF03355	0.00064
RF00852	RF03394	4.7e-10
RF00852	RF03403	0.00033
RF00852	RF03406	0.001
RF00852	RF03465	9.3e-07
RF00852	RF03480	0.0085
RF00852	RF03494	2.6e-06
RF00852	RF03557	0.00034
RF00852	RF03566	0.00027
RF00852	RF03578	3.5e-12
RF00852	RF03590	5.3e-07
RF00852	RF03600	0.0029
RF00852	RF03618	0.00089
RF00852	RF03640	1.1e-05
RF00852	RF03642	0.0049
RF00852	RF03664	0.00032
RF00852	RF03682	0.00012
RF00852	RF03702	0.00019
RF00852	RF03713	8.5e-07
RF00852	RF03723	0.00018
RF00852	RF03743	0.0019
RF00852	RF03747	1.3e-05
RF00852	RF03776	8.4e-06
RF00852	RF03820	8.3e-08
RF00852	RF03826	8.9e-05
RF00852	RF03834	2.8e-07
RF00852	RF03843	0.0079
RF00852	RF03861	7.8e-05
RF00852	RF03877	0.00024
RF00852	RF03880	2.4e-08
RF00852	RF03889	1.1e-05
RF00852	RF03913	0.0078
RF00852	RF03916	8.1e-05
RF00852	RF03932	5.1e-06
RF00852	RF03938	1.4e-07
RF00852	RF03987	0.0012
RF00852	RF03993	0.00051
RF00852	RF04007	2.4e-07
RF00852	RF04019	2.7e-05
RF00852	RF04052	1.7e-07
RF00852	RF04065	0.00013
RF00852	RF04067	2.6e-06
RF00852	RF04076	1.9e-07
RF00852	RF04089	0.00015
RF00852	RF04098	4.8e-07
RF00852	RF04109	3e-06
RF00852	RF04127	0.0057
RF00852	RF04132	6.6e-06
RF00852	RF04134	0.00013
RF00852	RF04138	0.0029
RF00852	RF04145	0.00044
RF00852	RF04148	6.3e-05
RF00852	RF04158	0.0013
RF00852	RF04161	3.6e-08
RF00852	RF04165	0.0065
RF00852	RF04172	2.5e-07
RF00852	RF04176	1.7e-09
RF00852	RF04206	4e-05
RF00852	RF04217	0.0015
RF00852	RF04223	6.8e-07
RF00852	RF04230	6.6e-10
RF00852	RF04236	5.4e-07
RF00852	RF04240	1.9e-08
RF00852	RF04250	0.0035
RF00852	RF04278	0.00012
RF00852	RF04300	2.3e-07
RF00852	RF04302	2.4e-06
RF00853	RF00887	3.2e-07
RF00853	RF00979	0.00067
RF00853	RF00994	7.6e-06
RF00853	RF01487	8.5e-05
RF00853	RF01667	0.0012
RF00853	RF02006	4.7e-06
RF00853	RF03296	2.8e-07
RF00853	RF03305	0.00026
RF00853	RF03308	6.6e-06
RF00853	RF03371	1.6e-08
RF00853	RF03403	0.0002
RF00853	RF03413	0.0035
RF00853	RF03454	2.4e-05
RF00853	RF03498	0.002
RF00853	RF03501	5.6e-12
RF00853	RF03512	0.007
RF00853	RF03523	0.00079
RF00853	RF03567	0.0036
RF00853	RF03569	1.3e-05
RF00853	RF03598	0.00049
RF00853	RF03714	5.4e-05
RF00853	RF03758	3.3e-08
RF00853	RF03762	1.4e-05
RF00853	RF03826	0.0023
RF00853	RF03843	9.5e-09
RF00853	RF03852	2.3e-07
RF00853	RF03860	1.9e-05
RF00853	RF03877	4.4e-06
RF00853	RF03894	0.001
RF00853	RF03908	0.0068
RF00853	RF03916	5.5e-05
RF00853	RF03994	0.00014
RF00853	RF04002	2.3e-08
RF00853	RF04070	0.00026
RF00853	RF04087	5.2e-06
RF00853	RF04089	1.1e-08
RF00853	RF04113	2.8e-07
RF00853	RF04114	3.2e-07
RF00853	RF04187	1.3e-08
RF00853	RF04197	7.9e-11
RF00853	RF04211	0.00012
RF00853	RF04242	9.1e-05
RF00853	RF04248	7.7e-10
RF00853	RF04251	1.1e-07
RF00853	RF04258	1.6e-06
RF00854	RF00969	2.5e-06
RF00854	RF03244	3e-06
RF00854	RF03629	0.0003
RF00854	RF03745	0.0084
RF00854	RF04054	6.8e-05
RF00854	RF04118	0.0026
RF00854	RF04120	6.3e-06
RF00855	RF00896	0.0001
RF00855	RF00932	0.00078
RF00855	RF00984	3.2e-05
RF00855	RF00990	1.3e-06
RF00855	RF00991	0.0088
RF00855	RF01024	7.6e-06
RF00855	RF01061	1.3e-06
RF00855	RF01464	0.0049
RF00855	RF01914	0.0047
RF00855	RF01936	0.00015
RF00855	RF01943	0.0081
RF00855	RF02244	0.00024
RF00855	RF02901	0.0069
RF00855	RF03216	0.006
RF00855	RF03221	9.9e-06
RF00855	RF03224	0.0001
RF00855	RF03284	0.0018
RF00855	RF03356	2.9e-05
RF00855	RF03360	0.00069
RF00855	RF03423	0.0018
RF00855	RF03450	0.00013
RF00855	RF03457	0.0038
RF00855	RF03459	0.0078
RF00855	RF03501	0.00022
RF00855	RF03503	5.2e-05
RF00855	RF03545	0.00033
RF00855	RF03573	6.9e-05
RF00855	RF03598	0.0009
RF00855	RF03599	6.6e-05
RF00855	RF03600	0.0016
RF00855	RF03645	9e-06
RF00855	RF03651	0.0002
RF00855	RF03652	3.9e-08
RF00855	RF03659	0.00013
RF00855	RF03665	4.7e-08
RF00855	RF03686	0.001
RF00855	RF03689	8.4e-06
RF00855	RF03705	8.2e-06
RF00855	RF03714	4.5e-06
RF00855	RF03716	0.00019
RF00855	RF03717	0.0023
RF00855	RF03743	0.00024
RF00855	RF03761	0.0012
RF00855	RF03768	0.00048
RF00855	RF03821	0.00045
RF00855	RF03827	5.2e-05
RF00855	RF03839	0.003
RF00855	RF03879	1.9e-05
RF00855	RF03880	0.0013
RF00855	RF03887	0.00048
RF00855	RF03918	0.00084
RF00855	RF03923	2.4e-06
RF00855	RF03962	0.0015
RF00855	RF04050	0.00031
RF00855	RF04100	2.4e-06
RF00855	RF04112	0.00013
RF00855	RF04124	3.3e-05
RF00855	RF04125	0.0056
RF00855	RF04128	0.0081
RF00855	RF04133	0.0065
RF00855	RF04138	3.4e-05
RF00855	RF04139	0.0012
RF00855	RF04152	0.0036
RF00855	RF04154	0.002
RF00855	RF04176	5e-08
RF00855	RF04198	0.00097
RF00855	RF04230	3.8e-07
RF00855	RF04235	1.2e-07
RF00855	RF04241	2.2e-06
RF00855	RF04251	3.3e-05
RF00855	RF04262	0.0011
RF00855	RF04292	0.00012
RF00856	RF00857	0.0052
RF00856	RF00885	0.0018
RF00856	RF00895	0.0016
RF00856	RF00896	2.2e-05
RF00856	RF00925	6.8e-10
RF00856	RF00958	9e-05
RF00856	RF00961	2.9e-08
RF00856	RF00965	6.6e-06
RF00856	RF00984	0.00045
RF00856	RF00990	8.6e-05
RF00856	RF01024	0.0025
RF00856	RF01936	3.8e-05
RF00856	RF02015	4.1e-05
RF00856	RF02021	0.0063
RF00856	RF03172	2e-05
RF00856	RF03237	0.0097
RF00856	RF03244	3.3e-08
RF00856	RF03306	0.0077
RF00856	RF03318	0.00063
RF00856	RF03323	4.3e-06
RF00856	RF03331	6.1e-07
RF00856	RF03344	0.0055
RF00856	RF03351	8.9e-05
RF00856	RF03394	0.00082
RF00856	RF03459	3.1e-05
RF00856	RF03508	0.0029
RF00856	RF03560	2e-06
RF00856	RF03566	4e-07
RF00856	RF03573	0.0036
RF00856	RF03585	1.7e-05
RF00856	RF03600	0.004
RF00856	RF03634	1.7e-07
RF00856	RF03642	1.6e-06
RF00856	RF03645	0.00034
RF00856	RF03664	5.8e-10
RF00856	RF03677	6.6e-05
RF00856	RF03721	0.00022
RF00856	RF03734	4.9e-08
RF00856	RF03763	1.6e-06
RF00856	RF03770	0.00044
RF00856	RF03777	0.00052
RF00856	RF03779	1.2e-08
RF00856	RF03781	6.6e-05
RF00856	RF03834	7e-08
RF00856	RF03851	0.0014
RF00856	RF03857	0.00044
RF00856	RF03906	3e-07
RF00856	RF03927	0.0051
RF00856	RF03956	0.0034
RF00856	RF03983	0.0029
RF00856	RF04003	4.9e-09
RF00856	RF04008	6.8e-09
RF00856	RF04016	5.4e-06
RF00856	RF04024	0.00038
RF00856	RF04036	5.6e-07
RF00856	RF04054	1.3e-09
RF00856	RF04068	0.00034
RF00856	RF04079	2.9e-05
RF00856	RF04102	1.1e-05
RF00856	RF04106	0.0004
RF00856	RF04111	0.0029
RF00856	RF04118	8.2e-05
RF00856	RF04125	3.9e-08
RF00856	RF04133	8.1e-07
RF00856	RF04141	5.7e-06
RF00856	RF04152	1.2e-06
RF00856	RF04170	2e-05
RF00856	RF04201	5e-11
RF00856	RF04223	4.3e-07
RF00856	RF04230	0.0066
RF00856	RF04235	0.0053
RF00856	RF04252	0.0027
RF00856	RF04303	0.00038
RF00857	RF00961	0.0025
RF00857	RF01001	5.2e-05
RF00857	RF01915	0.0091
RF00857	RF03174	5.9e-06
RF00857	RF03197	3e-05
RF00857	RF03323	0.00012
RF00857	RF03335	0.00057
RF00857	RF03344	0.0001
RF00857	RF03403	0.0058
RF00857	RF03406	0.0002
RF00857	RF03424	0.0055
RF00857	RF03557	9.1e-05
RF00857	RF03590	0.0002
RF00857	RF03631	9.9e-06
RF00857	RF03633	7.4e-08
RF00857	RF03648	0.0026
RF00857	RF03702	0.0014
RF00857	RF03704	0.0062
RF00857	RF03716	7.7e-06
RF00857	RF03734	0.0012
RF00857	RF03788	0.0056
RF00857	RF03877	9.5e-08
RF00857	RF03880	7.4e-05
RF00857	RF04006	0.00044
RF00857	RF04011	5.1e-06
RF00857	RF04039	0.00014
RF00857	RF04096	9.2e-06
RF00857	RF04099	0.00015
RF00857	RF04121	0.00035
RF00857	RF04132	2e-06
RF00857	RF04176	7.9e-09
RF00857	RF04211	0.001
RF00857	RF04230	5.1e-07
RF00857	RF04240	0.00084
RF00858	RF00863	0.00031
RF00858	RF00870	0.0047
RF00858	RF00887	0.00011
RF00858	RF00896	0.00024
RF00858	RF00909	3.1e-06
RF00858	RF00914	6.3e-06
RF00858	RF00926	0.00012
RF00858	RF00963	0.0011
RF00858	RF00981	2.8e-07
RF00858	RF00995	3e-05
RF00858	RF01011	2.3e-07
RF00858	RF01021	0.0001
RF00858	RF01895	7.1e-08
RF00858	RF01939	0.0045
RF00858	RF01943	0.0017
RF00858	RF02058	0.0044
RF00858	RF02436	6.5e-05
RF00858	RF02536	1.6e-06
RF00858	RF02901	8.6e-07
RF00858	RF03182	1.6e-06
RF00858	RF03215	0.00057
RF00858	RF03240	0.0002
RF00858	RF03316	8.5e-10
RF00858	RF03325	7.2e-06
RF00858	RF03363	4.8e-05
RF00858	RF03370	0.00031
RF00858	RF03373	2e-05
RF00858	RF03375	0.00076
RF00858	RF03403	1.5e-07
RF00858	RF03410	2.1e-06
RF00858	RF03457	8.3e-07
RF00858	RF03460	0.00078
RF00858	RF03469	0.0012
RF00858	RF03560	1.5e-09
RF00858	RF03573	7.7e-07
RF00858	RF03588	3.4e-06
RF00858	RF03607	0.0013
RF00858	RF03629	0.009
RF00858	RF03632	0.008
RF00858	RF03635	5.1e-05
RF00858	RF03651	0.00042
RF00858	RF03672	0.0001
RF00858	RF03674	1.5e-06
RF00858	RF03703	0.00028
RF00858	RF03713	2.7e-05
RF00858	RF03745	0.0021
RF00858	RF03760	5.5e-05
RF00858	RF03765	0.0052
RF00858	RF03799	9.1e-08
RF00858	RF03819	0.0012
RF00858	RF03843	2.4e-09
RF00858	RF03846	3.8e-08
RF00858	RF03852	0.0022
RF00858	RF03868	4.1e-06
RF00858	RF03906	0.0026
RF00858	RF03912	5.5e-06
RF00858	RF03929	0.0062
RF00858	RF03940	0.0015
RF00858	RF03941	1.6e-06
RF00858	RF03946	7.9e-05
RF00858	RF03953	0.00014
RF00858	RF03959	0.00021
RF00858	RF03961	0.0019
RF00858	RF03967	1.8e-05
RF00858	RF03975	6.3e-07
RF00858	RF03980	5.5e-07
RF00858	RF04011	0.0079
RF00858	RF04050	0.00053
RF00858	RF04054	0.0009
RF00858	RF04066	4.2e-05
RF00858	RF04068	4.8e-06
RF00858	RF04083	0.0013
RF00858	RF04085	0.0017
RF00858	RF04106	0.0002
RF00858	RF04157	0.00094
RF00858	RF04160	0.0042
RF00858	RF04161	0.00073
RF00858	RF04162	0.00013
RF00858	RF04197	0.0013
RF00858	RF04203	0.0029
RF00858	RF04224	0.00043
RF00858	RF04226	1.1e-07
RF00858	RF04230	3.1e-06
RF00858	RF04240	4.5e-06
RF00858	RF04255	8.5e-10
RF00858	RF04269	0.0049
RF00859	RF04111	0.0013
RF00859	RF04246	0.0013
RF00861	RF00963	3.1e-06
RF00861	RF02901	0.00085
RF00861	RF03173	6.1e-09
RF00861	RF03187	0.0028
RF00861	RF03419	0.00046
RF00861	RF03599	5.1e-05
RF00861	RF03729	0.00067
RF00861	RF03796	0.0025
RF00861	RF04071	6.9e-05
RF00861	RF04134	8.9e-09
RF00861	RF04136	1.8e-05
RF00861	RF04251	7.8e-05
RF00862	RF00873	0.00058
RF00862	RF01043	0.0036
RF00862	RF01469	0.0065
RF00862	RF01897	0.00022
RF00862	RF01921	0.0078
RF00862	RF02019	2.5e-07
RF00862	RF02731	1.4e-07
RF00862	RF03191	0.00063
RF00862	RF03308	0.00031
RF00862	RF03349	0.0013
RF00862	RF03355	0.00033
RF00862	RF03360	5e-06
RF00862	RF03372	0.0014
RF00862	RF03406	8.2e-05
RF00862	RF03413	0.0079
RF00862	RF03488	2.5e-05
RF00862	RF03509	0.0003
RF00862	RF03516	1.4e-06
RF00862	RF03585	0.00089
RF00862	RF03599	1.3e-05
RF00862	RF03600	3.8e-06
RF00862	RF03652	0.0014
RF00862	RF03742	0.0094
RF00862	RF03751	0.00011
RF00862	RF03781	0.00098
RF00862	RF03831	0.00021
RF00862	RF03832	0.0095
RF00862	RF03834	4.6e-05
RF00862	RF03873	0.00015
RF00862	RF03888	0.0094
RF00862	RF03889	0.00088
RF00862	RF03964	0.0035
RF00862	RF04013	9.8e-06
RF00862	RF04110	4.8e-05
RF00862	RF04136	1.4e-06
RF00862	RF04148	1.3e-08
RF00862	RF04185	1.6e-06
RF00862	RF04202	0.0002
RF00862	RF04248	5.9e-05
RF00863	RF00873	0.002
RF00863	RF00895	7.7e-05
RF00863	RF00963	0.00036
RF00863	RF03201	0.00066
RF00863	RF03269	0.0024
RF00863	RF03308	0.00011
RF00863	RF03316	1.7e-06
RF00863	RF03329	0.00039
RF00863	RF03371	7.3e-05
RF00863	RF03375	2.5e-06
RF00863	RF03457	2.3e-05
RF00863	RF03460	9.5e-06
RF00863	RF03488	2.5e-06
RF00863	RF03604	7.3e-05
RF00863	RF03652	0.0014
RF00863	RF03703	0.00048
RF00863	RF03814	0.00029
RF00863	RF03832	1.3e-07
RF00863	RF03834	0.0026
RF00863	RF03872	0.0037
RF00863	RF03900	0.0048
RF00863	RF03941	7.3e-05
RF00863	RF04057	7.3e-06
RF00863	RF04077	0.0019
RF00863	RF04136	1.7e-05
RF00863	RF04151	0.00043
RF00863	RF04157	0.00034
RF00864	RF00905	0.00048
RF00864	RF00925	8.1e-07
RF00864	RF00961	1.7e-05
RF00864	RF00976	0.001
RF00864	RF00984	0.0011
RF00864	RF00992	5.3e-08
RF00864	RF01016	3.6e-05
RF00864	RF01061	0.007
RF00864	RF01746	2.1e-09
RF00864	RF01941	9e-05
RF00864	RF02019	1.9e-05
RF00864	RF02021	0.00022
RF00864	RF02058	0.0017
RF00864	RF03323	7.1e-07
RF00864	RF03426	9.4e-09
RF00864	RF03461	2.2e-05
RF00864	RF03566	9.2e-07
RF00864	RF03585	0.00013
RF00864	RF03629	0.00053
RF00864	RF03633	0.00014
RF00864	RF03634	2.2e-06
RF00864	RF03646	2.6e-06
RF00864	RF03723	5.3e-07
RF00864	RF03754	0.0043
RF00864	RF03756	7.2e-06
RF00864	RF03769	2.4e-08
RF00864	RF03771	0.0093
RF00864	RF03792	0.00054
RF00864	RF03819	5.4e-07
RF00864	RF03877	8.5e-06
RF00864	RF03906	8.8e-08
RF00864	RF03972	5.9e-05
RF00864	RF03987	1e-06
RF00864	RF04036	5.3e-06
RF00864	RF04061	2.2e-06
RF00864	RF04106	5.9e-07
RF00864	RF04125	3.5e-06
RF00864	RF04136	6.9e-06
RF00864	RF04148	0.0011
RF00864	RF04167	0.0077
RF00864	RF04198	1.8e-05
RF00864	RF04236	4.3e-05
RF00864	RF04242	4e-05
RF00865	RF00908	0.00053
RF00865	RF03311	8.6e-06
RF00865	RF03557	0.0029
RF00865	RF04102	0.009
RF00865	RF04208	0.0029
RF00865	RF04244	0.0022
RF00865	RF04245	0.00059
RF00866	RF00877	0.00054
RF00866	RF00911	0.00057
RF00866	RF00928	6e-06
RF00866	RF01996	4.1e-06
RF00866	RF03174	8.5e-05
RF00866	RF03193	1.3e-05
RF00866	RF03197	0.0064
RF00866	RF03423	0.00058
RF00866	RF03506	9.9e-06
RF00866	RF03578	1.2e-05
RF00866	RF03588	0.0011
RF00866	RF03592	2e-08
RF00866	RF03594	1.2e-05
RF00866	RF03607	2.4e-05
RF00866	RF03614	0.0034
RF00866	RF03705	7.9e-09
RF00866	RF03771	6e-06
RF00866	RF03891	0.0091
RF00866	RF03992	3.3e-06
RF00866	RF04019	2.4e-06
RF00866	RF04038	1.3e-05
RF00866	RF04079	0.0045
RF00866	RF04126	8e-06
RF00866	RF04148	0.0055
RF00866	RF04187	4.6e-06
RF00866	RF04279	9.8e-06
RF00867	RF00868	0.0003
RF00867	RF00963	0.0065
RF00867	RF01007	0.001
RF00867	RF01939	7.6e-06
RF00867	RF02010	5.2e-06
RF00867	RF02058	0.0045
RF00867	RF03208	0.00014
RF00867	RF03288	0.0026
RF00867	RF03297	0.0015
RF00867	RF03511	0.0032
RF00867	RF03525	0.0075
RF00867	RF03599	0.00014
RF00867	RF03614	0.00016
RF00867	RF03634	1.7e-05
RF00867	RF03642	0.0002
RF00867	RF03658	0.0064
RF00867	RF03678	0.0041
RF00867	RF03757	0.0039
RF00867	RF03891	0.00015
RF00867	RF04007	5.4e-07
RF00867	RF04013	5e-06
RF00867	RF04018	0.0019
RF00867	RF04019	2.5e-05
RF00867	RF04102	4.2e-06
RF00867	RF04248	3.2e-05
RF00868	RF00921	8.8e-06
RF00868	RF00959	0.0014
RF00868	RF00981	0.00029
RF00868	RF00996	0.0061
RF00868	RF02000	0.0097
RF00868	RF02006	4.6e-08
RF00868	RF03265	0.00034
RF00868	RF03288	0.00023
RF00868	RF03296	0.0015
RF00868	RF03337	0.00016
RF00868	RF03409	0.0011
RF00868	RF03424	2.5e-05
RF00868	RF03443	0.00042
RF00868	RF03468	0.0013
RF00868	RF03516	1.6e-05
RF00868	RF03518	0.001
RF00868	RF03572	3.8e-07
RF00868	RF03586	0.00019
RF00868	RF03593	0.00041
RF00868	RF03668	2.3e-06
RF00868	RF03698	5.6e-06
RF00868	RF03699	1.3e-07
RF00868	RF03710	0.00014
RF00868	RF03720	1.9e-06
RF00868	RF03751	9.2e-08
RF00868	RF03774	0.0023
RF00868	RF03776	1.9e-05
RF00868	RF03857	0.00049
RF00868	RF03900	3.8e-08
RF00868	RF03910	2e-05
RF00868	RF03924	0.0051
RF00868	RF03951	0.0054
RF00868	RF04186	0.0011
RF00868	RF04206	8.4e-06
RF00868	RF04237	0.00033
RF00868	RF04251	6.1e-07
RF00868	RF04262	0.0021
RF00869	RF00874	5e-05
RF00869	RF00963	4e-07
RF00869	RF00974	1.1e-05
RF00869	RF02625	0.0057
RF00869	RF03224	1.4e-11
RF00869	RF03323	2.4e-05
RF00869	RF03374	0.00087
RF00869	RF03404	6.4e-08
RF00869	RF03511	6.3e-05
RF00869	RF03588	7.8e-06
